ECG Value
-0.1799166119368269
-0.17106012275098642
-0.1618177818130788
-0.15256939450545104
-0.14301314083217195
-0.1329496902458288
-0.12329190861613856
-0.1130794840033466
-0.09989904249919167
-0.08554716860234977
-0.07006815560483842
-0.054219237279650105
-0.04059717782339535
-0.027436231215176517
-0.014841516753814532
-0.0022656285306325435
0.013591119383829323
0.030579688373754525
0.045588595476581464
0.0600068215601601
0.07643942358575646
0.09161730797242498
0.10716481505407095
0.11992801510080396
0.12002390655385022
0.11372741852466828
0.10469587373468597
0.09247843164058275
0.0788834411243038
0.0638369632493511
0.04601969847672226
0.02704234940824669
0.010642781386383606
-0.005369895653153085
-0.02209173097725002
-0.03932637770530193
-0.05790260547430944
-0.0774359105621644
-0.09720967604473683
-0.11769999045432977
-0.1398164797705899
-0.16271119401842818
-0.18677081026241485
-0.21124550951934204
-0.23403219985505033
-0.25666661692137566
-0.27886122107811834
-0.3012866451944268
-0.3273214259204286
-0.35475063331725976
-0.3806903685890933
-0.4063420056107635
-0.43379622356613856
-0.46025487280836136
-0.48723557747093094
-0.511877124951793
-0.5254201944721196
-0.5334454406856658
-0.5389085465387611
-0.5416240496176192
-0.5437563932210637
-0.5447147535174929
-0.5434528270483652
-0.5410654298518383
-0.5395887767966386
-0.5378631737582912
-0.5357400634373043
-0.5330529044112274
-0.5286486777513593
-0.5234971597538857
-0.5176596088278206
-0.5115502132900728
-0.506751276414687
-0.5023579885980195
-0.4976450066210799
-0.49289151741354353
-0.4882907311880243
-0.48351661572020255
-0.4788908238805811
-0.4739929890454652
-0.46738605454908627
-0.45999846567965225
-0.4527431697197168
-0.44530895734061016
-0.43732960932959986
-0.4294526347589191
-0.4212192400049341
-0.41341853766875203
-0.4083638080166444
-0.40457960847671953
-0.4013599129813191
-0.39870212667368815
-0.3958943155228616
-0.39322683337217545
-0.3909539331365071
-0.3888661181876033
-0.3867399535365244
-0.38469812891726757
-0.38255213233361957
-0.3804559410244591
-0.3788864605224429
-0.3773793105070632
-0.37605795695680605
-0.37459244405836506
-0.37186895446056256
-0.3685921012763014
-0.36519904192490177
-0.36161786024150366
-0.35800588986458515
-0.3544005330400124
-0.3506175212726005
-0.34688889224997904
-0.34378159171898187
-0.3409391108487685
-0.33823926899122825
