ECG Value
0.424558998
0.229770055
0.008660195
-0.148699334
-0.28747869
-0.437269847
-0.583593093
-0.719690608
-0.849486615
-0.96810037
-1.079886771
-1.198243193
-1.310399155
-1.420045993
-1.51801871
-1.573448627
-1.606240272
-1.627739856
-1.636929589
-1.640322634
-1.637272907
-1.623739456
-1.604770191
-1.591142891
-1.576678865
-1.559666795
-1.539831715
-1.512553279
-1.481376839
-1.447486188
-1.41153978
-1.377341914
-1.343251053
-1.306080462
-1.2680757
-1.23354473
-1.19866022
-1.165044815
-1.130022123
-1.082676386
-1.030107526
-0.980328911
-0.930280821
-0.875416098
-0.822512074
-0.767276136
-0.717319761
-0.695288107
-0.686618261
-0.68457605
-0.688878484
-0.691970944
-0.697115683
-0.706610913
-0.718660001
-0.732194146
-0.747608896
-0.762321808
-0.778015697
-0.799470478
-0.821669756
-0.846305061
-0.869358884
-0.877997152
-0.880416533
-0.880700668
-0.878753914
-0.878284064
-0.877959497
-0.876130237
-0.874311125
-0.874670299
-0.875828115
-0.878998848
-0.882937673
-0.883529329
-0.88439037
-0.885324791
-0.88805539
-0.900050774
-0.917057545
-0.933027959
-0.951072496
-0.976874129
-1.00421756
-1.035772207
-1.066401364
-1.077831625
-1.08146151
-1.088220915
-1.094056345
-1.094917906
-1.098131526
-1.096269916
-1.10001451
-1.138968473
-1.192611787
-1.257384614
-1.327724439
-1.380802052
-1.431540968
-1.480311393
-1.530645209
-1.606914759
-1.693254281
-1.766214867
-1.836441635
-1.923825468
-2.003427725
-2.088543582
-2.154356416
-2.124380209
-2.047981791
-1.949939138
-1.830083034
-1.710522415
-1.583720887
-1.441937018
-1.292972158
-1.147821507
-1.001431313
-0.855574382
-0.708840969
-0.553605654
-0.398501079
-0.240994205
-0.088546176
0.038749379
0.153921049
0.255244311
0.348200552
0.453935868
0.555718304
0.653278819
0.740404461
0.786349827
0.808824619
0.834909641
0.850346013
0.828953712
0.799876177
0.747680997
0.699313939
0.743796598
0.823004985
0.898568795
0.975691346
1.046600279
1.103255284
1.146443016
1.166199997
1.125497465
1.034744171
0.950981377
0.829939284
0.564983122
0.245604564
-0.132519007
-0.534890632
-0.762569171
-0.924066375
-1.264481059
-1.636401571
-1.734075875
-1.87487642
-1.906437266
-2.103540306
-3.38609388
-5.148799653
-7.005234671
-9.00743855
-11.01103905
-12.96231957
-15.0451724
-17.00776835
-18.28222093
-19.23441723
-19.83629974
-20.23044613
-20.95737652
-21.58602905
-22.17377058
-22.5035588
-21.70325442
-20.33492558
-18.86682818
-17.16892025
-15.16218093
-13.09013479
-10.75379457
-8.491186743
-7.278744657
-6.515517973
-5.847241069
-5.335146741
-4.831603372
-4.339456994
-3.996136075
-3.651416336
-2.922391249
-2.04705946
-1.187699863
-0.306775374
0.573239453
1.414342602
2.286116403
3.095570196
3.58720369
3.922448251
4.193149064
4.388576226
4.558566367
4.697104378
4.770677736
4.817799703
4.92535891
5.041973821
5.14358782
5.233179523
5.288260437
5.320619953
5.344060428
5.350970417
5.330091605
5.293169179
5.232231844
5.160088143
5.111514597
5.060700141
5.012615321
4.955725611
4.832235747
4.679648064
4.548350192
4.416710357
4.245935244
4.086159725
3.911983427
3.772529295
3.821531999
3.961881316
4.135061196
4.349747186
4.581885939
4.829295283
5.113486076
5.407448832
5.644762757
5.864913019
6.090843803
6.317302775
6.55419507
6.800319479
7.040924604
7.289357401
7.576674394
7.878460928
8.197543626
8.520431339
8.804560902
9.079856162
9.342996561
9.604901021
9.925616696
10.26603188
10.57210001
10.86735007
11.19454515
11.49877122
11.8084168
12.06922422
12.11265503
12.04596296
11.92940584
11.75699587
11.56395437
11.34504765
11.0787707
10.79010904
10.53309197
10.27640343
10.00772932
9.727857298
9.419474324
9.094045581
8.759453241
8.414057746
8.060768485
7.701380747
7.326370451
6.945664007
6.582447301
6.218455009
5.859193942
5.494563408
5.07874406
4.641767025
4.220379215
3.799901857
3.356141367
2.922871036
2.480976977
2.066031434
1.785946344
1.57202557
1.38866781
1.237674868
1.091037677
0.957428684
0.849459513
0.754579304
0.651054984
0.551205512
0.454901715
0.365054688
0.296787118
0.236784234
0.185835001
0.136815797
0.064536446
-0.015733719
-0.094481524
-0.173802094
-0.251105117
-0.325589368
-0.40106108
-0.473224437
-0.530057924
-0.579149064
-0.626585437
-0.670641243
-0.710521613
-0.749074699
-0.783623742
-0.818390935
-0.865619716
-0.917649615
-0.969935919
-1.023175621
-1.075409794
-1.126604933
-1.17848464
-1.229019309
-1.273223172
-1.314124178
-1.353470088
-1.390925756
-1.427322809
-1.462561778
-1.495628704
-1.527495654
-1.560362895
-1.592579355
-1.624314228
-1.654724287
-1.681021826
-1.705203197
-1.727137509
-1.747519723
-1.747519723
